child,parent,description_child,description_parent,title,author,isbn,pubname,pubyear
e162tga,e100,E162TGA,E100,The golden age of colonial culture , Thomas Jefferson Wertenbaker,,Great Seal Books,1959
e162cot,e100,E162COT,E100,Culture on the moving frontier , Louis B. 1899-1984. (Louis Booker) Wright,,Harper,1961
e162taf,e100,E162TAF,E100,The Atlantic frontier : colonial American civilization 1607-1763 , Louis B. 1899-1984. (Louis Booker) Wright,,Cornell UP,1959
e162tcc,e100,E162TCC,E100,The colonial civilisation of North America 1607-1763 , Louis B. 1899-1984. (Louis Booker) Wright,,Eyre,1949
e162tcl,e100,E162TCL,E100,The cultural life of the American colonies; 1607-1763 , Louis B. 1899-1984. (Louis Booker) Wright,,Harper,1957
e163lar,e100,E163LAR,E100,Liberalism and republicanism in the historical imagition , Joyce Oldham Appleby,9780674530133; 0674530136,Harvard UP,1992
e163pap,e100,E163PAP,E100,Providence and patriotism in early America; 1640-1815 , John F. Berens,9780813907796; 0813907799,UP of Virginia,1978
e163cma,e100,E163CMA,E100,Cotton Mather and Benjamin Franklin : the price of representative persolity , Mitchell Robert. Breitwieser,9780521267687; 0521267684,CUP,1984
e163tro,e100,E163TRO,E100,The refinement of America : persons; houses; cities , Richard L. Bushman,9780394550107; 0394550102,Knopf,1992
e163tin,e100,E163TIN,E100,Travels in North America in the years 1780; 1781 and 1782 , F. J. Chastellux,,U of North Caroli P,1963
e163teo,e100,E163TEO,E100,The empire of reason : how Europe imagined and America realized the enlightenment , Henry Steele Commager,9780297774211; 0297774212,Doubleday,1977 et
e163lfa,e100,E163LFA,E100,Letters from an American Farmer , M. G. S. J. Crevecoeur,,Dent,1912
e163tdl,e100,E163TDL,E100,The divided loyalist : Crevecoeur's America , M. G. S. J. Crevecoeur,,Folio Society,1978
e163mlf,e100,E163MLF,E100,More letters from the American farmer : an edition of the essays in English; left unpublished by Crevecoeur , Michel Guillaume St. John de. Crevecoeur,9780820315997; 0820315990,U of Georgia P,1995
e163lca,e100,E163LCA,E100,Le cultivateur americain : etude sur l'oeuvre de Saint John de Crevecoeur , H. C. Rice,,Champion,1933
e163teo,e100,E163TEO,E100,The end of Anglo-America : historical essays in the study of cultural divergence , H. C. Rice,9780719030772; 0719030773,Manchester UP,1991
e163pap,e100,E163PAP,E100,Prodigals and pilgrims : the American revolution against patriarchal authority; 1750-1800 , Jay. Fliegelman,9780521237192; 052123719X,CUP,1982
e163trg,e100,E163TRG,E100,The Revolutiory Generation; 1763-1790 , E. B. Greene,,Macmillan,1943
e163iba,e100,E163IBA,E100,Imperatives; behaviors; and identities : essays in early American cultural history , Jack P. 1931- (Jack Phillip) Greene,9780813914060; 081391406X,UP of Virginia,1992
e163arp,e100,E163ARP,E100,A Restless People : Americans in Rebellion; 1770-1787 , Oscar Handlin,9780385061025; 0385061021,Anchor P,1982
e163tde,e100,E163TDE,E100,The democratic enlightenment , D. H. Meyer,9780399116865; 0399116869,Putm,1976
e163tnd,e100,E163TND,E100,The new democracy in America : travels of Francisco de Miranda in the United States; 1783-84 , F. Miranda,,U of Oklahoma P,1963
e163tfe,e100,E163TFE,E100,The French Enlightenment in America : essays on the times of the founding fathers , Paul Merrill. Spurlin,9780820307213; 0820307211,U of Georgia P,1984
e164aia,e100,E164AIA,E100,Abroad in America : visitors to the new tion 1776-1914 , Paul Merrill. Spurlin,9780201000313; 0201000318,Addison-Wesley,1976
e164tus,e100,E164TUS,E100,The United States in 1800 , Henry Adams,,Cornell UP,1955
e164roa,e100,E164ROA,E100,Retrospections of America; 1797-1811 , John Berrd,,Harper,1887
e164ros,e100,E164ROS,E100,Recollections of Samuel Breck; with passages from his note-books; 1771-1862 , Samuel. Breck,,Porter,1877
e164nti,e100,E164NTI,E100,New travels in the United States of America; 1788 , J. P. Brissot,,Harvard UP,1964
e164atr,e100,E164ATR,E100,After the Revolution : Profiles of early American Culture , J. J. Ellis,9780393012538; 0393012530,Norton,1979
e164tet,e100,E164TET,E100,The European traveller in America : contained in three letters to his friend in London., J. J. Ellis,,Hall,1972
e164ja,e100,E164JA,E100,Jeffersonian America : notes on the United States of America collected in the years 1805-6-7 and 11-12 , A. J. Foster,,Huntingdon Library,1954
e164trc,e100,E164TRC,E100,The republican court or American society in the days of Washington , R. W. Griswold,,Appleton,1854
e164rar,e100,E164RAR,E100,Revolution and regeneration : life cycle and the historical vision of the generation of 1776 , Peter Charles Hoffer,9780820306674; 0820306673,U of Georgia P,1983
e164off,e100,E164OFF,E100,Orders from France : the Americans and the French in a revolutiory world; 1780-1820 , Roger G. Kennedy,9780812213287; 0812213289,U of Pennsylvania P,1990
e164tco,e100,E164TCO,E100,The completion of independence; 1790-1830 , J. A. Krout,,Macmillan,1944
e164mds,e100,E164MDS,E100,Moreau de St Mery's American journey (1793-1798) ,Moreau de Saint-Mearry,,Doubleday & Co,1947
e164ty,e100,E164TY,E100,True yankees : The South Seas and the discovery of American identity , Dane Anthony Morrison,1421415429; 9781421415420,Johns Hopkins University Press,2014
e164aat,e100,E164AAT,E100,America and the world : diplomacy; politics; and war , Dane Anthony Morrison,9780815304449; 0815304447,Garland,1991
e164ac1,e100,E164AC1,E100,American culture; 1776-1815 , Dane Anthony Morrison,9780815304470; 0815304471,Garland,1991
e164as1,e100,E164AS1,E100,American society; 1776-1815 , Dane Anthony Morrison,9780815304463; 0815304463,Garland,1991
e164cat,e100,E164CAT,E100,Congress and the Confederation , Dane Anthony Morrison,9780815304395; 0815304390,Garland,1991
e164etn,e100,E164ETN,E100,Establishing the new regime : the Washington administration , Dane Anthony Morrison,9780815304425; 0815304420,Garland,1991
e164far,e100,E164FAR,E100,Federalists and republicans , Dane Anthony Morrison,9780815304432; 0815304439,Garland,1991
e164raa,e100,E164RAA,E100,Ratifying; amending; and interpreting the Constitution , Dane Anthony Morrison,9780815304418; 0815304412,Garland,1991
e164sal,e100,E164SAL,E100,State and local politics in the new tion , Dane Anthony Morrison,9780815304456; 0815304455,Garland,1991
e164tfc,e100,E164TFC,E100,The Federal Constitution , Dane Anthony Morrison,9780815304401; 0815304404,Garland,1991
e164tri,e100,E164TRI,E100,The Revolution in American thought , Dane Anthony Morrison,9780815304364; 0815304366,Garland,1991
e164tcl,e100,E164TCL,E100,The cultural life of the new tion; 1776-1830 , Russel B. 1913- (Russel Blaine) Nye,,Hamilton,1960
e164tve,e100,E164TVE,E100,This violent empire : the birth of an American tiol identity , Carroll. Smith-Rosenberg,0807832960; 9780807832967,Published for the Omohundro Institute of Early American History and Culture by University of North Caroli Press,2010
e164fmo,e100,E164FMO,E100,French memories of eighteenth-century America , C. H. Sherrill,,Scribner's,1915
e164atr,e100,E164ATR,E100,After the Revolution : the Smithsonian history of everyday life in the eighteenth century , Barbara Clark. Smith,9780394543819; 0394543815,Pantheon Books,1985
e183bc,e100,E183BC,E100,Broken covent : American foreign policy and the crisis between the U.S. and Israel ,Moshe Arens,9780671869649; 0671869647,Simon & Schuster,1995
e183pwg,e100,E183PWG,E100,Paved with Good Intentions : the American Experience and Iran ,Barry Rubin,9780195028058; 0195028058,OUP,1980
e183plc,e100,E183PLC,E100,Promised land; crusader state : the American encounter with the world since 1776 ,Walter A McDougall,9780395901328; 0395901324,Houghton Mifflin,1998
e183tpa,e100,E183TPA,E100,The passiote attachment : America's involvement with Israel; 1947 to the present ,George W Ball and Douglas B Ball,9780393029338; 0393029336,Norton,1992
e183tus,e100,E183TUS,E100,The United States and Iran; 1946-51 : the diplomacy of neglect ,James F Goode,9780333471036; 0333471032,Macmillan,1989
e183tus,e100,E183TUS,E100,The United States and Israel : the limits of the special relationship ,Abraham Ben-Zvi,9780231081849; 0231081847,Columbia UP,1993
e184pa,e100,E184PA,E100,Puro arte : Filipinos on the stages of empire ,Lucy Mae San Pablo Burns,0814744435; 9780814744437; 0814725457; 9780814725450,New York University Press,©2012
e267tmw,e200,E267TMW,E200,The men who lost America : British leadership; the American Revolution; and the fate of the empire ,Andrew Jackson O'Shaughnessy,0300191073; 9780300191073; 0300209401; 9780300209402,Yale University Press,2013
e183as,e100,E183AS,E100,American speeches.,Scott Farris,1931082987; 9781931082983,Distributed to the trade in the United States by Penguin Putm; Library of America,2006
e185lor,e100,E185LOR,E100,Long old road : back to Black metropolis ,Horace R Cayton,141281121X; 9781412811217,Transaction Publishers,2010
e184ca,e100,E184CA,E100,Coming apart : the state of white America; 1960-2010 ,Charles Murray,0307453421; 9780307453426,Crown Forum,2012
e185cc,e100,E185CC,E100,Colored cosmopolitanism : the shared struggle for freedom in the United States and India ,Nico Slate,0674059670; 9780674059672,Harvard University Press,2012
e183ra,e100,E183RA,E100,Rethinking anti-Americanism : the history of an exceptiol concept in American foreign relations ,Max Paul Friedman,0521864917; 9780521864916; 0521683424; 9780521683425,Cambridge University Press,2012
e159bit,e100,E159BIT,E100,Born in the U.S.A. : birth; commemoration; and American public memory ,edited  Seth C Bruggeman,1558499385; 9781558499386; 1558499377; 9781558499379,University of Massachusetts Press,2012
e169tai,e100,E169TAI,E100,The American intellectual tradition.,edited  David A Hollinger and Charles Capper,0195392930; 9780195392937,Oxford University Press,2011
e175vft,e100,E175VFT,E100,Views from the dark side of American history ,Michael Fellman,0807139025; 9780807139028,Louisia State University Press,2011
e164tcr,e100,E164TCR,E100,The cultural roots of American Islamicism ,Timothy Marr,0521852935; 9780521852937; 052161807X; 9780521618076,Cambridge University Press,2006
e185fst,e100,E185FST,E100,From sit-ins to SNCC : the student civil rights movement in the 1960s ,edited  Iwan Morgan and Philip Davies,0813041511; 9780813041513; 0813049598; 9780813049595,University Press of Florida,2012
e184maj,e100,E184MAJ,E100,Muslims and Jews in America : commolities; contentions; and complexities ,edited  Reza Aslan and Aaron J Hahn Tapper,0230108601; 9780230108608; 023010861X; 9780230108615,Palgrave Macmillan,2011
e185ri,e100,E185RI,E100,Racial innocence : performing American childhood from slavery to civil rights ,Robin Bernstein,081478707X; 9780814787076; 0814787088; 9780814787083,New York University Press,2011
e185sff,e100,E185SFF,E100,Sojourning for freedom : black women; American communism; and the making of black left feminism ,Erik S McDuffie,0822350335; 9780822350330; 0822350505; 9780822350507,Duke University Press,2011
e185lbb,e100,E185LBB,E100,Louisia beyond black and white : new interpretations of twentieth-century race and race relations ,edited  Michael S Martin ; foreword  Adam Fairclough,1935754041; 9781935754046,University of Louisia at Lafayette Press,2011
e185mga,e100,E185MGA,E100,Marcus Garvey and the vision of Africa ,edited  John Hendrik Clarke with the assistance of Amy Jacques Garvey ; [new introduction  Runoki Rashidi],1574780476; 9781574780475,Black Classic Press,2011
e185bfa,e100,E185BFA,E100,Beyond forty acres and a mule : African American landowning families since Reconstruction ,edited  Debra A Reid and Evan P Bennett ; foreword  Loren Schweninger,081303986X; 9780813039862,University Press of Florida,2012
e1630ed,e1000,E1630ED,E1000,European disunion : between sovereignty and solidarity ,edited  Jack Hayward and Rüdiger Wurzel,0230367739; 9780230367739,Palgrave Macmillan,2012
e185tla,e100,E185TLA,E100,To live an antislavery life : persol politics and the antebellum Black middle class ,Erica L Ball,0820329762; 9780820329765; 0820343501; 9780820343501,University of Georgia Press,2012
e183poe,e100,E183POE,E100,Patterns of empire : the British and American empires; 1688 to the present ,Julian Go,1107011833; 9781107011830; 1107600782; 9781107600782,Cambridge University Press,2011
e175mma,e100,E175MMA,E100,Museums; monuments; and tiol parks : toward a new genealogy of public history ,Denise D Meringolo,1558499407; 9781558499409; 1558499393; 9781558499393,University of Massachusetts Press,2012
e185tmo,e100,E185TMO,E100,The myth of post-racial America : searching for equality in the age of materialism ,H Roy Kaplan,1610480058; 9781610480055; 1610480066; 9781610480062,Rowman & Littlefield Education,2011
e185nio,e100,E185NIO,E100,Not in our lifetimes : the future of black politics ,Michael C Dawson,0226138623; 9780226138626,University of Chicago Press,2011
e184aa,e100,E184AA,E100,Arab America : gender; cultural politics; and activism ,Nadine Naber,081475886X; 9780814758861; 0814758878; 9780814758878,New York University Press,2012
e183ufp,e100,E183UFP,E100,US foreign policy and Iran ,Donette Murray,0415581397; 9780415581394,Routledge,2010
e183tra,e100,E183TRA,E100,The rise and decline of the American 'Empire' : power and its limits in comparative perspective ,Geir Lundestad,0199646104; 9780199646104,Oxford University Press,2012
e185oat,e100,E185OAT,E100,Obama and the biracial factor : the battle for a new American majority ,edited  Andrew J Jolivette,1447301013; 9781447301011; 1447301005; 9781447301004,Policy,2012
e183tkq,e100,E183TKQ,E100,The Kurdish question in U.S. foreign policy : a documentary sourcebook ,[compiled ] Lokman I Meho,9780313314353; 0313314357,Praeger,2004
e184baa,e100,E184BAA,E100,Between Arab and White : race and ethnicity in the early Syrian American diaspora ,Sarah MA Gualtieri,0520255321; 9780520255326; 0520255348; 9780520255340,University of California Press,2009
e185cwc,e100,E185CWC,E100,Cold War civil rights : race and the image of American democracy ,Mary L Dudziak,0691152438; 9780691152431,Princeton University Press,2011
e169tad,e100,E169TAD,E100,The American dream : a cultural history ,Lawrence R Samuel,0815610076; 9780815610076,Syracuse University Press,2012
e185wwb,e100,E185WWB,E100,We will be satisfied with nothing less : the African American struggle for equal rights in the North during Reconstruction ,Hugh Davis,0801450098; 9780801450099,Cornell University Press,2011
e185str,e100,E185STR,E100,Seeing through race : a reinterpretation of civil rights photography ,Martin A Berger ; foreword  David J Garrow,0520268636; 9780520268630; 0520268644; 9780520268647,University of California Press,2011
e169hwf,e100,E169HWF,E100,How we forgot the Cold War : a historical journey across America ,Jon Wiener,0520271416; 9780520271418,University of California Press,2012
e183tka,e100,E183TKA,E100,The Kurds and US foreign policy : intertiol relations in the Middle East since 1945 ,Marianna Charountaki,0415587530; 9780415587532,Routledge,2011
e185iia,e100,E185IIA,E100,Imprisoned in a luminous glare : photography and the African American freedom struggle ,Leigh Renee Raiford,0807834300; 9780807834305; 1469609789; 9781469609782,University of North Caroli Press,2011
e185itc,e100,E185ITC,E100,In the cause of freedom : radical Black intertiolism from Harlem to London; 1917-1939 ,Minkah Makalani,0807835048; 9780807835043,University of North Caroli Press,2011
e185dbt,e100,E185DBT,E100,Death blow to Jim Crow : the tiol Negro Congress and the rise of militant civil rights ,Erik S Gellman,0807835315; 9780807835319,University of North Caroli Press,2012
e183tfw,e100,E183TFW,E100,The French way : how France embraced and rejected American values and power ,Richard F Kuisel,0691151814; 9780691151816,Princeton University Press,2012
e185w,e100,E185W,E100,Writings ,"WEB Du Bois""",9780940450332; 094045033X,Library of America,1986
e185pra,e100,E185PRA,E100,Paul Robeson and the Cold War performance complex : race; madness; activism ,Tony Perucci,0472071688; 9780472071685; 0472051687; 9780472051687,Eurospan distributor; University of Michigan Press,2012
e184oop,e100,E184OOP,E100,Out of place : a memoir ,Edward W Said,9781862073708; 1862073708; 9781862070110; 1862070113,Granta Books,1999
e185tv,e100,E185TV,E100,Troubling vision : performance; visuality; and blackness ,Nicole R Fleetwood,0226253023; 9780226253022; 0226253031; 9780226253039,The University of Chicago Press,2011
e161tmi,e100,E161TMI,E100,The machine in the garden : technology and the pastoral ideal in America ,Leo Marx,9780195133509; 0195133501; 9780195133516; 019513351X,Oxford University Press,2000
e183eaa,e100,E183EAA,E100,Evangelicals and American foreign policy ,Mark R Amstutz,9780199987634; 0199987637,Oxford University Press,2014
e185anu,e100,E185ANU,E100,A nation under our feet : black political struggles in the rural South from slavery to the great migration ,Steven Hahn,9780674011694; 0674011694,Belkp,2003
e183pop,e100,E183POP,E100,Perceptions of Palestine : their influence on U.S. Middle East policy ,Kathleen Christison,9780520217188; 0520217187,University of California Press,1999
e169dad,e100,E169DAD,E100,Disciplirity and dissent in cultural studies ,edited  Cary Nelson and Dilip Parameshwar Gaonkar,9780415913720; 0415913721,Routledge,1996
e169mca,e100,E169MCA,E100,Mass culture and everyday life ,edited  Peter Gibian,9780415916745; 0415916747; 9780415916752; 0415916755,Routledge,1996
e184mfw,e100,E184MFW,E100,My father's wars : migration; memory; and the violence of a century ,Alisse Waterston,0415859182; 9780415859189; 0415859174; 9780415859172,Routledge,2014
e185aho,e100,E185AHO,E100,A history of prejudice : race; caste; and difference in India and the United States ,Gyanendra Pandey,9781107029002; 1107029007; 9781107609389; 1107609380,Cambridge University Press,2013
e184cdi,e100,E184CDI,E100,Cultural diversity in the United States ,edited  Larry L Naylor,9780897894784; 0897894782,Bergin & Garvey,1997
e169pm,e100,E169PM,E100,Prosthetic memory : the transformation of American remembrance in the age of mass culture ,Alison Landsberg,9780231129268; 0231129262; 9780231129275; 0231129270,Columbia University Press,2004
e184caa,e100,E184CAA,E100,Chinese Americans and their immigrant parents : conflict; identity; and values ,May Paomay Tung,9780789010551; 0789010550; 9780789010568; 0789010569,Haworth Clinical Practice Press,2000
e184amr,e100,E184AMR,E100,American mixed race : the culture of microdiversity ,edited  Naomi Zack,9780847680139; 0847680134,Rowman & Littlefield,1995
e169tpp,e100,E169TPP,E100,The postmodern presence : readings on postmodernism in American culture and society ,edited  Arthur Asa Berger,9780761989806; 0761989803,AltaMira P,1998
e169ttd,e100,E169TTD,E100,The terror dream : myth and misogyny in an insecure America ,Susan Faludi,0312428006; 9780312428006,Picador,2008
e185rca,e100,E185RCA,E100,Race; culture; and the intellectuals : 1940-1970 ,Richard H King,0801880661; 9780801880667; 9780801880650; 0801880653,Johns Hopkins University Press; Woodrow Wilson Center Press,2004
e164tro,e100,E164TRO,E100,The reshaping of everyday life; 1790-1840 ,Jack Larkin,9780060916060; 0060916060,HarperPerennial,1989
e184ls,e100,E184LS,E100,La storia : five centuries of the Italian American experience; 1492-1992 ,Jerre Mangione & Ben Morreale,9780060167783; 0060167785; 9780060924416; 0060924411,HarperCollins Publishers,1992
e184bt,e100,E184BT,E100,Brown : the last discovery of America ,Richard Rodriguez,0670030430; 9780670030439; 0142000795; 9780142000793,Viking,2002
e152ita,e100,E152ITA,E100,Into the American woods : negotiators on the Pennsylvania frontier ,James H Merrell,9780393046762; 0393046761,Norton,1999
e210olo,e200,E210OLO,E200,Our lives; our fortunes and our sacred honor : the forging of American independence; 1774-1776 ,Richard R Beeman,046502629X; 9780465026296,Basic Books A Member of the Perseus Books Group,2013
e188ac,e100,E188AC,E100,American colonies ,Alan Taylor ; [map illustrations  Jeffrey Ward],9780142002100; 0142002100,Penguin,2002
e178gml,e100,E178GML,E100,Give me liberty! : An American history ,Eric Foner,0393934306; 9780393934304; 0393911896; 9780393911893,WW Norton,2011
e191tby,e100,E191TBY,E100,The barbarous years : the peopling of British North America : the conflict of civilizations; 1600-1675 ,Bernard Bailyn,0394515706; 9780394515700,Alfred A Knopf,2012
e178ooo,e100,E178OOO,E100,Out of our past : the forces that shaped modern America ,Carl N Degler,9780061319853; 0061319856,Harper & Row,1984
e169aia,e100,E169AIA,E100,Anti-intellectualism in American life ,Richard Hofstadter,9780394703176; 0394703170,Vintage Books,1963
e178gii,e100,E178GII,E100,Great issues in American history ,edited  Clarence L  Ver Steeg and Richard Hofstadter,9780394705408; 0394705408,Vintage Books,1969
e183ara,e100,E183ARA,E100,America; Russia; and the Cold War; 1945-2006 ,Walter LaFeber,0073534668; 9780073534664,McGraw-Hill,2008
e169afg,e100,E169AFG,E100,A field guide to getting lost ,Rebecca Solnit,9780143037248; 0143037242,Penguin,2006
e188tpo,e100,E188TPO,E100,The peopling of British North America : an introduction ,Joseph C Morton,9780394757797; 0394757793; 9780394553924; 0394553926,Vintage Books,1988
e178tph,e100,E178TPH,E100,The Penguin history of the United States of America ,Hugh Brogan,9780140252552; 014025255X,Penguin,2001
e302rc,e300,E302RC,E300,Revolutiory characters : what made the founders different ,Gordon S Wood,1594200939; 9781594200939; 0143112082; 9780143112082,Penguin Press,2007
e169tgd,e100,E169TGD,E100,The Great Depression in America : a cultural encyclopedia.,William H Young and Nancy K Young,0313335206; 9780313335204; 9780313335211; 0313335214,Harcourt Education distributor; Greenwood,2007
e161tlo,e100,E161TLO,E100,The life of the mind in America : from the Revolution to the Civil War ,Perry Miller,9780156519908; 0156519909,Harcourt,1965
e178tgo,e100,E178TGO,E100,The growth of the American republic ,Samuel Eliot Morison and Henry Steele Commager,9780195025934; 0195025938,OUP,1980
e183saf,e100,E183SAF,E100,Support any friend : Kennedy's Middle East and the making of the U.S.-Israel alliance ,Warren Bass,9780195177503; 0195177509; 9780195165807; 0195165802,Oxford University Press,2004
e185tso,e100,E185TSO,E100,The shadow of the panther : Huey Newton and the price of Black power in America ,Hugh Pearson,9780201632781; 0201632780; 9780201483413; 0201483416,Addison-Wesley,1994
e183sa,e100,E183SA,E100,Self-rule : a cultural history of American democracy ,Robert H Wiebe,9780226895628; 0226895629,U of Chicago P,1995
e184tce,e100,E184TCE,E100,The Chinese experience in America ,Shih-shan Henry Tsai,9780253203878; 0253203872,India UP,1986
e185tao,e100,E185TAO,E100,The autobiography of Malcolm X ,with the assistance of Alex Haley ; foreword  Attallah Shabazz ; introduction  MS Handler ; epilogue  Alex Haley ; afterword  Ossie Davis,0345350685; 9780345350688,Ballantine,1999
e185blm,e100,E185BLM,E100,Black like me ,John Howard Griffin,0451234219; 9780451234216,Signet,2010
e161ts,e100,E161TS,E100,The seventies : the great shift in American culture; society; and politics ,Bruce J Schulman,030681126X; 9780306811265,Da Capo,2002
e185rt,e100,E185RT,E100,Redemption : the last battle of the Civil War ,Nicholas Lemann,0374530693; 9780374530696; 0374530696; 9780374530693,Farrar Straus and Giroux,2007
e183fts,e100,E183FTS,E100,For the soul of mankind : the United States; the Soviet Union; and the Cold War ,Melvyn P Leffler,0809097176; 9780809097173; 0374531420; 9780374531423,Hill and Wang,2007
e206fol,e200,E206FOL,E200,Friends of liberty : Thomas Jefferson; Tadeusz Kościuszko; and Agrippa Hull : a tale of three patriots; two revolutions; and a tragic betrayal of freedom in the new tion ,Gary B Nash and Graham Russell Gao Hodges,0465048145; 9780465048144,Basic Books,2008
e302tbt,e300,E302TBT,E300,To begin the world anew : the genius and ambiguities of the American founders ,Bernard Bailyn,0375713085; 9780375713088,Vintage,2004
e183dt,e100,E183DT,E100,Dangerous tion ,Robert Kagan,9780375411052; 0375411054; 0375724915; 9780375724916,Knopf,2006
e184wtw,e100,E184WTW,E100,Working toward whiteness : how America's immigrants became white : the strange journey from Ellis Island to the suburbs ,David R  Roediger,0465070744; 9780465070749,Perseus Running distributor; BasicBooks,2006
e185coa,e100,E185COA,E100,Coming of age in Mississippi ,Anne Moody,9780385337816; 0385337817,Delta Trade Paperbacks,2004
e185sba,e100,E185SBA,E100,Slavery by another me : the re-enslavement of Black Americans from the Civil War to World War II ,Douglas A Blackmon,0385722702; 9780385722704,Anchor Books,2009
e302tro,e300,E302TRO,E300,The rise of American democracy : Jefferson to Lincoln ,Sean Wilentz,9780393058208; 0393058204; 9780393329216; 0393329216,Norton,2005
e184wwb,e100,E184WWB,E100,We won't budge : an African exile in the world ,Manthia Diawara,9780465017102; 046501710X,BasicBooks,2004
e175hot,e100,E175HOT,E100,Historians of the American frontier : a bio-bibliographical sourcebook ,edited  John R Wunder,9780313248993; 0313248990,Greenwood P,1988
e199eof,e100,E199EOF,E100,Empire of fortune : crowns; colonies; and tribes in the Seven Years War in America ,Francis Jennings,9780393025378; 0393025373,Norton,1988
e175ttt,e100,E175TTT,E100,Telling the truth about history ,Joyce Oldham Apple ; with Lynn Hunt and Margaret Jacob,0393036154; 9780393036152; 0393312860; 9780393312867,Norton,1994
e169cyd,e100,E169CYD,E100,"Commodify your dissent : salvos from ""The Baffler"" ",edited  Thomas Frank and Matt Weiland,9780393316735; 0393316734,WWNorton,1997
e185st,e100,E185ST,E100,Sojourner Truth : a life; a symbol ,Nell Irvin Painter,9780393027396; 0393027392; 9780393317084; 0393317080,WW Norton,1996
e184jft,e100,E184JFT,E100,Journey from the land of no : a girlhood caught in revolutiory Iran ,Roya Hakakian,0609810308; 9780609810309,Hi Marketing distributor; Random House,2006
e221ia,e200,E221IA,E200,Inventing America : Jefferson's Declaration of Independence ,Garry Wills,9780618257768; 0618257764,Houghton Mifflin Co,2002
e169ts,e100,E169TS,E100,The sixties : years of hope; days of rage ,Todd Gitlin,9780553372120; 0553372122,Bantam Books,1993
e169ooo,e100,E169OOO,E100,On our own : Americans in the sixties ,Douglas T Miller,9780669247770; 0669247774,DC Heath,1996
e185ptw,e100,E185PTW,E100,Parting the waters : America in the King years; 1954-63 ,Taylor Branch,9780671687427; 0671687425,Simon and Schuster,1989
e208for,e200,E208FOR,E200,Faces of revolution : persolities and themes in the struggle for American independence ,Bernard Bailyn,9780679736233; 0679736239,Vintage Books,1992
e209tro,e200,E209TRO,E200,The radicalism of the American Revolution ,Gordon S Wood,9780679736882; 0679736883,Vintage Books,1993
e197tuc,e100,E197TUC,E100,The unredeemed captive : a family story from early America ,John Demos,9780679759614; 0679759611,Vintage Books,1995
e159laa,e100,E159LAA,E100,Lies across America : what our historic sites get wrong ,James W Loewen,074329629X; 9780743296298,Simon & Schuster,2000
e184aa,e100,E184AA,E100,Asian Americans : an interpretive history ,Sucheng Chan,9780805784268; 0805784268,Twayne,1991
e185tmd,e100,E185TMD,E100,The Memphis diary of Ida B. Wells ,edited  Miriam DeCosta-Willis ; foreword  Mary Helen Washington ; afterword  Dorothy Sterling,9780807070659; 0807070653,Beacon P,1995
e175ycb,e100,E175YCB,E100,You can't be neutral on a moving train : a persol history of our times ,Howard Zinn,9780807071274; 0807071277,Beacon Press,2002
e162tic,e100,E162TIC,E100,The intellectual construction of America : exceptiolism and identity from 1492 to 1800 ,Jack P Greene,9780807820971; 0807820970,U of North Caroli P,1993
e185fpt,e100,E185FPT,E100,From plantation to ghetto ,August Meier and Elliott Rudwick,9780809047925; 0809047926,Hill & Wang,1976
e179md,e100,E179MD,E100,Manifest destiny : American expansionism and the empire of right ,Anders Stephanson,9780809015849; 0809015846,Hill and Wang,1995
e185ttt,e100,E185TTT,E100,To tell the truth freely : the life of Ida B. Wells ,Mia Bay,0809095297; 9780809095292; 080901646X; 9780809016464,Hill and Wang,2009
e208tar,e200,E208TAR,E200,The American revolution ,Edward Countryman,9780809025626; 0809025620,Hill and Wang,2003
e215tsa,e200,E215TSA,E200,The shoemaker and the tea party : memory and the American Revolution ,Alfred F Young,0807054054; 9780807054055; 9780807071403; 0807071404,Beacon Press,1999
e178ata,e100,E178ATA,E100,A tion among tions : America's place in world history ,Thomas Bender,9780809095278; 0809095270; 9780809072354; 0809072351,Hill and Wang,2006
e185aia,e100,E185AIA,E100,Ain't I a woman : Black women and feminism ,Marty Jezer,9780896081307; 0896081303; 9780896081284; 0896081281,South End Press,1981
e185tpc,e100,E185TPC,E100,The Pan-African connection : from slavery to Garvey and beyond ,Tony Martin,9780912469102; 0912469102; 9780912469119; 0912469110,Majority Press,1984
e185bf,e100,E185BF,E100,Black foremothers : three lives ,Dorothy Sterling ; foreword  Margaret Walker ; introduction  Barbara Christian,9780935312898; 0935312897,Feminist P,1988
e185tlc,e100,E185TLC,E100,The last crusade : Martin Luther King Jr; the FBI and the Poor People's Campaign ,Gerald D McKnight,0813333849; 9780813333847,Westview Press,1998
e276rm,e200,E276RM,E200,Revolutiory mothers : women in the struggle for America's independence ,Carol Berkin,9781400041633; 1400041635; 9781400075324; 1400075327,Distributed by Random House; Knopf,2005
e183sot,e100,E183SOT,E100,Sword of the spirit; shield of faith : religion in American war and diplomacy ,Andrew Preston,140007858X; 9781400078585,Anchor Books,2012
e169tao,e100,E169TAO,E100,The age of American unreason ,Susan Jaco,9781400096381; 1400096383,Vintage Books,2009
e184tiw,e100,E184TIW,E100,The Irish way : becoming American in the multiethnic city ,James R Barrett,1594203253; 9781594203251,Penguin Press,2012
e185wdb,e100,E185WDB,E100,W.E.B. Du Bois : Black radical democrat ,Manning Marable,9781594510182; 1594510180; 9781594510199; 1594510199,Paradigm Publishers,2005
