CallNumber,Author,Title,ISBN,PubName,PubYear,CB
E185.61 .K557,Richard H King,Race; culture; and the intellectuals : 1940-1970 ,9780801880650;0801880653;9780801880667;0801880661,Johns Hopkins University Press; Woodrow Wilson Center Press,2004,yes
E164 .L27,Jack Larkin,The reshaping of everyday life; 1790-1840 ,0060916060;9780060916060;0060159057;9780060159054,HarperPerennial,1989,yes
E184.I8 M275,Jerre Mangione & Ben Morreale,La storia : five centuries of the Italian American experience; 1492-1992 ,0060924411,HarperCollins Publishers,1992,yes
E184.S75 R67,Richard Rodriguez,Brown : the last discovery of America ,0142000795,Viking,2002,yes
F152 .M48,James H Merrell,Into the American woods : negotiators on the Pennsylvania frontier ,0393046761;0393319768,Norton,1999,yes
E210 .B43,Richard R Beeman,Our lives; our fortunes and our sacred honor : the forging of American independence; 1774-1776 ,9780465026296;046502629X;9780465037827;0465037828,Basic Books A Member of the Perseus Books Group,2013,yes
E188 .T35,Alan Taylor ; [map illustrations  Jeffrey Ward],American colonies ,9780142002100;0142002100,Penguin,2002,yes
E178 .F66,Eric Foner,Give me liberty! : An American history ,9780393934304;0393934306,WW Norton,2011,yes
E191 .B35,Bernard Bailyn,The barbarous years : the peopling of British North America : the conflict of civilizations; 1600-1675 ,9780394515700;0394515706,Alfred A Knopf,2012,yes
E178 .D44,Carl N Degler,Out of our past : the forces that shaped modern America ,0061319856;9780061319853,Harper & Row,1984,yes
E169.1,Richard Hofstadter,Anti-intellectualism in American life ,0394703170,Vintage Books,1963,yes
E188 .F76,edited  Clarence L  Ver Steeg and Richard Hofstadter,Great issues in American history ,0394705408;9780394705408,Vintage Books,1969,yes
E183.8.S65 L343,Walter LaFeber,America; Russia; and the Cold War; 1945-2006 ,9780073534664;0073534668,McGraw-Hill,2008,yes
E169.Z83 S628,Rebecca Solnit,A field guide to getting lost ,0143037242,Penguin,2006,yes
E188.5 .B34,Joseph C Morton,The peopling of British North America : an introduction ,0394757793,Vintage Books,1988,yes
E178 .B865,Hugh Brogan,The Penguin history of the United States of America ,014025255X,Penguin,2001,yes
E302.5 .W82,Gordon S Wood,Revolutiory characters : what made the founders different ,1594200939;9781594200939;9780143112082;0143112082,Penguin Press,2007,yes
E169.1 .Y595,William H Young and Nancy K Young,The Great Depression in America : a cultural encyclopedia.,0313335206;9780313335204;0313335214;9780313335211;0313335222;9780313335228,Harcourt Education distributor; Greenwood,2007,yes
E169.1 .Y595,William H Young and Nancy K Young,The Great Depression in America : a cultural encyclopedia.,0313335206;9780313335204;0313335214;9780313335211;0313335222;9780313335228,Harcourt Education distributor; Greenwood,2007,yes
E169.1 .M6273,Perry Miller,The life of the mind in America : from the Revolution to the Civil War ,0156519909,Harcourt,1965,yes
E178 .M85,Samuel Eliot Morison and Henry Steele Commager,The growth of the American republic ,0195025954;9780195025958;0195025938;9780195025934;0195025946;9780195025941,OUP,1980,yes
E178 .M85,Samuel Eliot Morison and Henry Steele Commager,The growth of the American republic ,0195025954;9780195025958;0195025938;9780195025934;0195025946;9780195025941,OUP,1980,yes
E112 .S82,David E  Stannard,American holocaust : the conquest of the New World ,9780195085570;0195085574,Oxford University press,1992,yes
E183.8.I75 B37,Warren Bass,Support any friend : Kennedy's Middle East and the making of the U.S.-Israel alliance ,9780195165807;0195165802;9780195177503,Oxford University Press,2004,yes
E185.615 .P38,Hugh Pearson,The shadow of the panther : Huey Newton and the price of Black power in America ,9780201483413;0201483416,Addison-Wesley,1994,yes
E183 .W54,Robert H Wiebe,Self-rule : a cultural history of American democracy ,0226895629;9780226895628;9780226895635;0226895637,U of Chicago P,1995,yes
E184.C5 T833,Shih-shan Henry Tsai,The Chinese experience in America ,0253313597;0253203872,India UP,1986,yes
E185.97.L5 A3,with the assistance of Alex Haley ; foreword  Attallah Shabazz ; introduction  MS Handler ; epilogue  Alex Haley ; afterword  Ossie Davis,The autobiography of Malcolm X ,9780345350688;0345350685;9780606003674;0606003673;9780812419535,Ballantine,1999,yes
E185.61 .G8,John Howard Griffin,Black like me ,9780451234216;0451234219,Signet,2010,yes
E169.12 .S375,Bruce J Schulman,The seventies : the great shift in American culture; society; and politics ,030681126X,Da Capo,2002,yes
E185.61 .L517,Nicholas Lemann,Redemption : the last battle of the Civil War ,9780374530693;0374530696,Farrar Straus and Giroux,2007,yes
E183.8.S65 L44,Melvyn P Leffler,For the soul of mankind : the United States; the Soviet Union; and the Cold War ,9780809097173;0809097176;9780374531423;0374531420,Hill and Wang,2007,yes
E206 .N36,Gary B Nash and Graham Russell Gao Hodges,Friends of liberty : Thomas Jefferson; Tadeusz Kościuszko; and Agrippa Hull : a tale of three patriots; two revolutions; and a tragic betrayal of freedom in the new tion ,9780465048144;0465048145;9780465031481;046503148X,Basic Books,2008,yes
E302.1 .B16,Bernard Bailyn,To begin the world anew : the genius and ambiguities of the American founders ,0375713085;9780375713088,Vintage,2004,yes
E183.7 .K34,Robert Kagan,Dangerous tion ,0375724915;9780375724916,Knopf,2006,yes
E184.A1 R645,David R  Roediger,Working toward whiteness : how America's immigrants became white : the strange journey from Ellis Island to the suburbs ,9780465070749;0465070744,Perseus Running distributor; BasicBooks,2006,yes
E185.97.M65 A3,Anne Moody,Coming of age in Mississippi ,9.78039E+12,Delta Trade Paperbacks,2004,yes
E185.2 .B545,Douglas A Blackmon,Slavery by another me : the re-enslavement of Black Americans from the Civil War to World War II ,9780385722704;0385722702,Anchor Books,2009,yes
E302.1 .W55,Sean Wilentz,The rise of American democracy : Jefferson to Lincoln ,9780393058208;0393058204,Norton,2005,yes
E184.M33 D53,Manthia Diawara,We won't budge : an African exile in the world ,046501710X;9780465017102,BasicBooks,2004,yes
E175.45 .H57,edited  John R Wunder,Historians of the American frontier : a bio-bibliographical sourcebook ,0313248990,Greenwood P,1988,yes
E199 .J54,Francis Jennings,Empire of fortune : crowns; colonies; and tribes in the Seven Years War in America ,0393025373;9780393306408,Norton,1988,yes
E175 .A67,Joyce Oldham Apple ; with Lynn Hunt and Margaret Jacob,Telling the truth about history ,0393312860,Norton,1994,yes
E169.Z82 C648,edited  Thomas Frank and Matt Weiland,"Commodify your dissent : salvos from ""The Baffler"" ",0393316734,WWNorton,1997,yes
E185.97.T8 P35,Nell Irvin Painter,Sojourner Truth : a life; a symbol ,0393317080;0393027392,WW Norton,1996,yes
E185.97.T8 P35,Nell Irvin Painter,Sojourner Truth : a life; a symbol ,0393317080;0393027392,WW Norton,1996,yes
E184.I5 H35,Roya Hakakian,Journey from the land of no : a girlhood caught in revolutiory Iran ,0609810308,Hi Marketing distributor; Random House,2006,yes
E221 .W64,Garry Wills,Inventing America : Jefferson's Declaration of Independence ,9780618257768;0618257764,Houghton Mifflin Co,2002,yes
E841 .G58,Todd Gitlin,The sixties : years of hope; days of rage ,0553372122,Bantam Books,1993,yes
E841 .M53,Douglas T Miller,On our own : Americans in the sixties ,0669247774;9780669247770,DC Heath,1996,yes
E185.61 .B7914,Taylor Branch,Parting the waters : America in the King years; 1954-63 ,9780671687427;0671687425,Simon and Schuster,1989,yes
E208 .B2,Bernard Bailyn,Faces of revolution : persolities and themes in the struggle for American independence ,0679736239,Vintage Books,1992,yes
E209 .W65,Gordon S Wood,The radicalism of the American Revolution ,0679736883,Vintage Books,1993,yes
E197 .D46,John Demos,The unredeemed captive : a family story from early America ,0679759611,Vintage Books,1995,yes
E159 .L64,James W Loewen,Lies across America : what our historic sites get wrong ,9780743296298;074329629X,Simon & Schuster,2000,yes
E184.O6 C47,Sucheng Chan,Asian Americans : an interpretive history ,0805784268;0805784373,Twayne,1991,yes
E185.97.W55 A3,edited  Miriam DeCosta-Willis ; foreword  Mary Helen Washington ; afterword  Dorothy Sterling,The Memphis diary of Ida B. Wells ,0807070645;0807070653,Beacon P,1995,yes
E175.5.Z25 A3,Howard Zinn,You can't be neutral on a moving train : a persol history of our times ,9780807071274;0807071277,Beacon Press,2002,yes
E162 .G85,Jack P Greene,The intellectual construction of America : exceptiolism and identity from 1492 to 1800 ,0807820970;9780807820971;0807846317;9780807846315,U of North Caroli P,1993,yes
E185 .M4,August Meier and Elliott Rudwick,From plantation to ghetto ,0809047926;9780809047925;0809001225;9780809001224,Hill & Wang,1976,yes
E179.5 .S82,Anders Stephanson,Manifest destiny : American expansionism and the empire of right ,0809015846;9780809015849,Hill and Wang,1995,yes
E185.97.W55 B39,Mia Bay,To tell the truth freely : the life of Ida B. Wells ,9780809016464;080901646X,Hill and Wang,2009,yes
E208 .C73,Edward Countryman,The American revolution ,9780809025626;0809025620,Hill and Wang,2003,yes
E215.7 .Y68,Alfred F Young,The shoemaker and the tea party : memory and the American Revolution ,0807071404;9780807071403;0807054054;9780807054055,Beacon Press,1999,yes
E178 .B428 ,Thomas Bender,A tion among tions : America's place in world history ,9780809072354;0809072351,Hill and Wang,2006,yes
E741 .J48,Marty Jezer,Ain't I a woman : Black women and feminism ,0896081273;0896081281,South End Press,1981,yes
E185.97.G3 M368,Tony Martin,The Pan-African connection : from slavery to Garvey and beyond ,9780912469119;0912469110,Majority Press,1984,yes
E185.96 .S75,Dorothy Sterling ; foreword  Margaret Walker ; introduction  Barbara Christian,Black foremothers : three lives ,9780935312898;0935312897,Feminist P,1988,yes
E185.97.K5 M38,Gerald D McKnight,The last crusade : Martin Luther King Jr; the FBI and the Poor People's Campaign ,9780813333847;0813333849,Westview Press,1998,yes
E276 .B47,Carol Berkin,Revolutiory mothers : women in the struggle for America's independence ,9781400075324;1400075327,Distributed by Random House; Knopf,2005,yes
E183.7 .P74 ,Andrew Preston,Sword of the spirit; shield of faith : religion in American war and diplomacy ,9781400078585;140007858X,Anchor Books,2012,yes
E169.Z83 J33,Susan Jaco,The age of American unreason ,9781400096381;1400096383,Vintage Books,2009,yes
E184.I6 B273,James R Barrett,The Irish way : becoming American in the multiethnic city ,9781594203251;1594203253,Penguin Press,2012,yes
E185.97.D73 M37,Manning Marable,W.E.B. Du Bois : Black radical democrat ,1594510180;1594510199,Paradigm Publishers,2005,yes
E185.615 .R84,edited  Devon W Carbado and Donald Weise,Time on two crosses : the collected writings of Bayard Rustin ,1573441740,Cleis,2003,yes
E184.I5 M63,Azadeh Moaveni,Lipstick Jihad : a memoir of growing up Iranian in America and American in Iran ,9781586483784;1586483781,PublicAffairs,2006,yes
E185.2 .F8,[edited ] Ira Berlin [and others],Free at last : a documentary history of slavery; freedom and the civil war ,9781565841208;1565841204,New P,1992,yes
E169.1 .S836,Edward C Stewart and Milton J Bennett,American cultural patterns : a cross-cultural perspective ,1877864013,Intercultural Press,1991,yes
E185.86 .W43875,Deborah Gray White,Too heavy a load : Black women in defense of themselves; 1894-1994 ,0393046672;9780393046670;039331992X;9780393319927,WWNorton,1999,yes
E185.61 .F167,Adam Fairclough,Better day coming : blacks and equality; 1890-2000 ,9780142001295;0142001295,Penguin,2002,yes
E185.615 .B5464,edited  Charles E  Jones,The Black Panther party (reconsidered) ,9780933121973;0933121970,Black Classic Press,1998,yes
E185.6 .W685,Isabel Wilkerson,The warmth of other suns : the epic story of America's great migration ,9780679444329;0679444327,Random House,2010,yes
E169.12 .Z655,Liesbet van Zoonen,Entertaining the citizen : when politics and popular culture converge ,0742529061;074252907X,Rowman & Littlefield,2005,yes
E169.12 .O18,Kaya Oakes,Slanted and enchanted : the evolution of indie culture ,9780805088090;0805088091;9780805088526;0805088520,Henry Holt and Co,2009,yes
F1029.5.P47 B66,Robert J Bookmiller,Discovering the Arabian Gulf : Canada's evolving ties with the GCC states ,9948432185,Dubai : Gulf Research Center,2006,no
E183.8.I55 M65,Sid Moody and the News Staff and photographers of The Associated Press,444 days : The american hostage story ,0831745703;0831745711,New York : Rutledge Press,1981,no
E183.8.I7 W45,Tim Wells,444 days : the hostages remember ,015132803X;9780151328031,San Diego : Harcourt Brace Jovanovich,1985,no
JC328.2 .A385,Saïd K Aburish,A brutal friendship : the West and the Arab elite ,0575062754;9780575062757,London : Victor Gollancz,1997,no
DS79.65 .A94,Frederick W Axelgard,A new Iraq? : the Gulf War and implications for US policy ,0275930130;9780275930134;0275930149;9780275930141,New York : Praeger,1988,no
E876 .D73,Theodore Draper,A very thin line : the Iran-Contra affairs ,0809096137 : $27.95;9780809096138;1855925575;9781855925571,New York : Hill and Wang,1991,no
JC599.K9 V53,Theodore Draper,A Victory turned sour : human rights in Kuwait since liberation,1564320413;9781564320414,New York,1991,no
JQ1852.A58 A43,Muhammad Al-Buraey,Administrative development an Islamic perspective ,071030059X;9780710300591;0710303335;9780710303332,London ; Boston : KPI ; Boston,1985,no
E840.8.A19 A3,James G Abourezk,Advise & dissent : memoirs of South Dakota and the US Senate ,1556520662;9781556520662,Chicago,1989,no
E183.8.I8 N34,Khalil Nakhleh and Clifford A Wright,After the Palestine-Israel War : limits to US and Israeli policy ,0912031018;9780912031019,Belmont,1983,no
E183.8.I55 S53,Khalil Nakhleh and Clifford A Wright,All fall down : America's tragic encounter with Iran,0394544889;9780394544885,New York : Random House,1985,no
E183.8.E35 H65,Matthew F Holland,America and Egypt : from Roosevelt to Eisenhower ,0275954749;9780275954741,Westport,1996,no
E183.8.I55 A6,Matthew F Holland,American hostages in Iran the conduct of a crisis,300023332,London : Yale University Press,1985,no
E183.8.I55 A6,Warren Christopher [and others] ; with commentaries  Oscar Schachter, Abraham A Ribicoff ; under the editorial direction of Paul H Kreisberg,American hostages in Iran : the conduct of a crisis ,0300032331;9780300032338,New Haven : Yale University Press,no
E183.8.I7 G54,Eytan Gilboa,American public opinion toward Israel and the Arab-Israeli conflict ,0669134260;9780669134261,Lexington,1987,no
E184.A65 A84,Brent Ashabranner ; photographs  Paul S Conklin,An ancient heritage :the Arab-American minority ,0060200480;9780060200480;0060200499;9780060200497;0397324340;9780397324347;0397324359;9780397324354,New York : HarperCollins,1991,no
JQ1830.A98 M545,Ilana Kaufman,Arab national communism in the Jewish state ,0813014786;9780813014784,Gainesville,1997,no
JX1974 .A69,Shai Feldman and Ariel Levite, eds,Arms control and the new Middle East security environment ,9654590115;9789654590112,Jerusalem : Jerusalem Post ; Boulder,no
F1219.73 .B37,written  Elizabeth Baquedano ; photographed  Michel Zabé,Aztec ,0751360198;9780751360196,London : Dorling Kindersley,1993,no
E184.A65 O74,Gregory Orfalea,Before the flames : a quest for the history of Arab Americans ,292707487,Austin : University of Texas Press,1988,no
JC599.S73 B44,Human Rights Watch,Behind the red line : political repression in Sudan ,1564321649;9781564321640,New York : Human Rights Watch,1996,no
JK468 .I6,Bob Woodward,Veil : the secret wars of the CIA 1981-1987 ,0671655434;9780671655433,London : Simon & Schuster,1987,no
E183.8 .S65,Arkady N Shevchenko,Breaking with Moscow ,224028049,London : Cape,1985,no
E183.8.I7 A74,Moshe Arens,Broken covenant : American foreign policy and the crisis between the US and Israel ,0671869647;9780671869649,New York : Simon & Schuster,1995,no
JQ1825.P32 .N33,David Nachmias and David H Rosenbloom,Bureaucratic culture : citizens and administrators in Israel ,0856647918 : £8.95;9780856647918,London : Croom Helm,1978,no
JC599.A3 B9,David Nachmias and David H Rosenbloom,By all parties to the conflict : violations of the laws of war in Afghanistan,0938579584;9780938579588,New York,1988,no
E876 .H35,Alexander M Haig, Jr,Caveat : realism Reagan and foreign policy ,297785176,London : Weidenfeld and Nicolson,no
E184.L34 A25,Elmaz Abinader,Children of the roojme : a family's journey ,0393029522;9780393029529,New York : Norton,1991,no
JQ1825.I773 S494,Rony Gabbay,Communism and agrarian reform in Iraq ,0856645672;9780856645679,London : Croom Helm,1978,no
JX1675 .C66,edited  Martin F Herz ; foreword  Peter F Krogh,Contacts with the opposition : a symposium in which 19 distinguished participants discuss experiences in Afghanistan Algeria Angola Cambodia Chile Cyprus Egypt France Greece Iran Iraq Italy Japan Korea Laos Lebanon Mexico Morocco Netherlands Pakistan Peru Philippines Saudi Arabia Spain Taiwan Thailand Turkey USSR Vietnam and Yemen ,0934742030 : $3.00;9780934742030,Washington : Institute for the Study of Diplomacy,1979,no
E183.8.I7 B55,Wolf Blitzer,Between Washington and Jerusalem : a reporter's notebook ,195037081,New York : Oxford University Press,1985,no
E183.8.I55 B42,Charlie A Beckwith and Donald Knox,Delta force ,0151246572;9780151246571,San Diego : Harcourt brace jovanovich,1983,no
JQ1850.A91 D46,edited  Ghassan Salamé,Democracy without democrats? : the renewal of politics in the Muslim world ,1850437483;9781850437482,London ; New York : IB Tauris Publishers : In the United States of America and Canada distributed by St Martin's Press,1994,no
JX1662 .K57,Henry Kissinger,Diplomacy ,0671510991;9780671510992;067165991X;9780671659912;0671713663;9780671713669,New York : Simon & Schuster,1994,no
E748.H35 H36,Paul J Hare,Diplomatic chronicles of the Middle East : a biography of Ambassador Raymond A Hare ,0819189359;9780819189356,Lanham,1993,no
JV7926 1974 .M46,Yannie-France Visser,Dossier immigration ,2714200168;9782714200167,Paris : Tema-éditions,1974,no
E183.8.I7 A44,Isaac Alteras,Eisenhower and Israel : US-Israeli relations 1953-1960 ,0813012058;9780813012056;0813012066;9780813012063,Gainesville : University Press of Florida,1993,no
JA88.G7 C74,Bernard Crick and Derek Heater,Essays on political education ,0815273044;0905273036;9780905273037,Ringmer [England] : Falmer Press,1977,no
JV6091 .B45,Andrew Bell-Fialkoff,Ethnic cleansing ,0333619757;9780333619759,Basingstoke : Macmillan,1996,no
F317.G8 S65,Photographed  Clyde H Smith,Florida's gulf coast ,0930527186 : $30.00;9780930527181,Old Saybrook,1991,no
JC571 .F67,Centre international réformé John Knox, Genève,Forms of solidarity : Human rights : 14-25 August 1987 ,,Genève : Centre international réformé John Knox,no
JV8749.P3 P47,Joan Peters,From time immemorial : The origins of the Arab-Jewish conflict over Palestine ,0060152656 : $19.95;9780060152659,New York : Harper & Row,1984,no
E840.5.S38 A3,written with Peter Petre,General H Norman Schwarzkopf : the autobiography : it doesn't take a hero ,0553089447;9780553089448,New York : Bantam Books,1992,no
JQ224 .M583,BB Misra,Government and bureaucracy in India 1947-1976 ,0195615972;9780195615975,Delhi ; New York : Oxford University Press,1986,no
F595.3 .F7,Ian Frazier,Great Plains ,0374217238;9780374217235,New York : Farrar Straus Giroux,1989,no
E183.8.I55 K664,Kathryn Koob,Guest of the revolution ,0840741057 : $12.95;9780840741059,Nashville : T Nelson Pub,1982,no
E840.8.N67 B73,Ben Bradlee, Jr,Guts and glory : the rise and fall of Oliver North ,1556110537;9781556110535,New York : DI Fine,no
E183.8.I55 E53,Sheldon D Engelmayer and Robert J Wagman,Hostage ,0898030846;9780898030846,Ottawa,1981,no
JC599.I655 H65,Middle East Watch,Human rights in Iraq ,0300049595;9780300049596,New Haven ; London : Yale University Press,1990,no
E183.8.L75 E49,Mahmoud G ElWarfally,Imagery and ideology in US policy toward Libya 1969-1982 ,0822935805;9780822935803,Pittsburgh : University of Pittsburgh Press,1988,no
JQ1825.P365 .D47,[] Shlomo A Deshen; foreword  Max Gluckman,Immigrant voters in Israel : parties and congregations in a local election campaign ,0719004217;9780719004216,Manchester : Manchester UP,1970,no
JX1981.P7 S495,Ensio Siilasvuo,In the service of peace in the Middle East 1967-1979 ,1850651396;9781850651390;0312071515;9780312071516,London : C Hurst ; New York : St Martin's Press,1992,no
E183.8.I55 Q43,Ensio Siilasvuo,Inside and out hostage to Iran hostage to myself,399126457,New York : GP Putnam's Sons,1981,no
E183.8.I55 Q43,Richard Queen, with Patricia Hass,Inside and out : hostage to Iran hostage to myself ,399126457,New York : Putnam,no
JX4541 .K53,Daoud L Khairallah ; pref  William W Bishop, Jr,Insurrection under international law with emphasis on the rights and duties of insurgents ,,Beirut : Lebanese University : Librairie du Liban,no
JX1907 .A8,Daoud L Khairallah ; pref  William W Bishop, Jr,International Concilation No 550,,New York : Carnegie Endowment for international Peace,no
JV8760 .B57,JS Birks and CA Sinclair,International migration and development in the Arab region ,922102251X;9789221022510;9221022528;9789221022527;9121022528,Geneva : International Labour Office,1980,no
E183.8.I7 P36,Henry Paolucci,Iran Israel and the United States : an American foreign policy background study ,0918680441;9780918680440,Whitestone,1991,no
JQ1785.A1 .B35,Shaul Bakhash,Iran monarchy bureaucracy & reform under the Qajars 1858-1896 ,0902729369;0903729369;9780903729369,London : Ithaca Press for the Middle East Centre,1978,no
F869.L89 I55,edited  Ron Kelley ; Jonathan Friedlander, co-editor ; Anita Col, associate editor ; photography  Ron Kelley,Irangeles : Iranians in Los Angeles ,0520080084;9780520080089;0520080092;9780520080096,no
JQ1825.I759 R49,Reza Rezazadeh,Iraq and democracy : a futuristic perspective ,0962903213;9780962903212,Platteville,1993,no
JC49 .C48,GW Choudhury,Islam and the modern Muslim world ,0905906438;9780905906430,London : Scorpion Pub,1993,no
JC599.A65 D34,Katerina Dalacoura,Islam liberalism and human rights : implications for international relations ,1860643159;9781860643156,London ; New York : IB Tauris,1998,no
JC49 .I85,edited  Hussin Mutalib and Taj ul-Islam Hashmi,Islam Muslims and the modern state : case-studies of Muslims in thirteen countries ,0333591488;9780333591482;033366969X;9780333669693;031210300X;9780312103002,New York : St Martin's ; Basingstoke : Macmillan,1994,no
JC49 .K5313,"Ayatollah Ruhollah Khomeini ; translated  Joint Publications Research Service""",Ḥukūmah al-Islāmīyah English+Islamic government ,053223166X;9780532231660,New York : Manor Books,1979,no
JC49 .F47,Mohamed-Chérif Ferjani ; préface d'Ali Merad,Islamisme laïcité et droits de l'homme : un siècle de débat sans cesse reporté au sein de la pensée arabe contemporaine ,2738410251;9782738410252,Paris : Editions L'Harmattan,1991,no
E183.8.I7 G76,Peter Grose,Israel in the mind of America ,0394516583;9780394516585,New York : Knopf,1983,no
JQ1830 .D47,Jacques Derogy, Hesi Carmel,Israël ultra-secret ,2221055284;9782221055281,Paris : Éditions Robert Laffont,no
E184.J5 G615,JJ Goldberg,Jewish power : inside the American Jewish establishment ,0201327988;9780201327984;0201622424;9780201622423,Reading,1997,no
F449.3 .K440,text  Don Edwards ; photographs  William Strode,Kentucky : a photographic celebration ,0938314858;9780938314851;0938314874 : 12.95;9780938314875,Helena,1990,no
JK468.I6 B59,William Blum,Killing hope : US military and CIA interventions since World War II ,1567510531;9781567510539;1567510523;9781567510522,Monroe,1995,no
JC49 .A86,Mohammed Arkoun,L'islam morale et politique ,2220026272;9782220026275;9232024098;9789232024091,Paris : Descl de Brouwer,A744,no
E876 .M38,Jane Mayer and dolye McManus,Landslide : the unmaking of the president 1984-1988 ,039545185X,Boston : Houghton Mifflin,1988,no
JQ1825.L45 B3,Abdo I Baaklini,Legislative and political development : Lebanon 1842-1972 ,0822303353;9780822303350,Durham,1976,no
JC330 .G55,Michael Gilsenan,Lords of the Lebanese marches : violence and narrative in an Arab society ,1850430853;9781850430858;1850430993;9781850430995,London ; New York : IB Tauris,1996,no
E183.8.I55 P34,Alex Paen ; written with James H Brown,Love from America : a newsman's account of efforts to aid hostages in Tehran ,0915677334;9780915677337,Santa Monica,1989,no
JC599.I75 T47,Teresa Thornhill ; with a foreword  Geoffrey Bindman,Making women talk : the interrogation of Palestinian women security detainees by the Israeli general security services ,0951961004;9780951961001,London : Lawyers for Palestinian Human Rights,1992,no
JA82 .L4,Edited  Ralph Lerner and Muhsin Mahdi, with the collaboration of Ernest L Fortin,Medieval political philosophy : a sourcebook ,0801491398;9780801491399,Ithaca,no
E876 .C63,William S Cohen, George J Mitchell,Men of zeal : a candid inside story of the Iran-Contra hearings ,0670822523;9780670822522,New York : Viking,no
JQ1825.L4 S33,par Edmond Rabbath,Modernization without revolution  Lebanon's experience,0253338700;9780253338709,Bloomington : Indiana University Press,1973,no
E882.2 .G774,Stephen R Graubard,Mr Bush's war : adventures in the politics of illusion ,1850433666;9781850433668,London : Tauris,1992,no
JQ3396.A3 1970 .B43,Lucy C Behrman,Muslim brotherhoods and politics in Senegal ,0674594908;9780674594906,Cambridge,1970,no
E183.8.E35 S29,Muhammad Abd el-Wahab Sayed-Ahmed,Nasser and American foreign policy 1952-1956 ,1870326148;9781870326148,London : LAAM,1989,no
E183.8.I55 T34,Amir Taheri,Nest of spies : America's journey to disaster in Iran ,0091734584;9780091734589,London : Hutchinson,1988,no
E183.8.I7 T34,Amir Taheri,Nest of spies : America's journey to disaster in Iran ,0394575660 : $19.95;9780394575667,New York : Pantheon Books,1988,no
JX1974.74.M627 F45,Shai Feldman,Nuclear weapons and arms control in the Middle East ,0262061899;9780262061896;0262561085;9780262561082,Cambridge,1997,no
E840.8.S84 A36,William H Sullivan,Obbligato 1939-1979 : notes on a foreign service career ,0393018091;9780393018097,New York : Norton,1984,no
E184.A1 O23,edited  James G Carrier,Occidentalism : images of the West ,0198279787;9780198279785;0198279795;9780198279792,Oxford : Clarendon Press ; New York : Oxford University Press,1995,no
JQ1825.A75 G38,F Gregory Gause III,Oil monarchies : domestic and security challenges in the Arab Gulf States ,0876091516;9780876091517,New York :3b Council On Foreign Relations Press,1993,no
E183.8.I55 F64,Ken Follett,On wings of eagles ,000217006X;9780002170062,London : Collins,1983,no
JV8749.P3 A85,"[] Ehud Avriel ; preface  Golda Meir""",Open the gates! : A personal story of illegal immigration to Israel ,0297769693;9780297769699,London : Weidenfeld & Nicolson,1975,no
JV8749.I8 H5513,"Shlomo Hillel ; translated  Ina Friedman""",Ruaḥ ḳadim English+Operation Babylon ,0385235976;9780385235976,Garden City,1987,no
JC49 .H85,Khaldun S al-Husry,Origins of modern Arab political thought ,0882060376;9780882060378,Delmar,1980,no
JQ1825.S82 B37,Karl K Barbir,Ottoman rule in Damascus 1708-1758 ,0691052972;9780691052977,Princeton,1980,no
E840.8.S255 A3,Pierre Salinger,PS a memoir ,031215187X : $14.95;9780312151874,New York : St Martin's Griffin,1995,no
JQ552.Z1 C54,Mustafa Chowdhury,Pakistan its politics and bureaucracy ,817045025X;9788170450252,New Delhi : Associated Pub House,1988,no
JX4084.I8 C38,Mustafa Chowdhury,Palestine and international law : the legal aspects of the Arab-Israeli conflict,0582780381;9780582780385,[London] : Longman,1974,no
JX1977.2.P3 N8,Hazem Zaki Nuseibeh,Palestine and the United Nations ,0704322897;9780704322899,New York : Quartet Books,1981,no
JF274 .P37,edited  Ernest Gellner and John Waterbury,Patrons and clients in Mediterranean societies ,0910116997;9780910116992;0715609416;9780715609415,London : Duckworth ; Hanover,1977,no
JQ1758.A91 D44,R Hrair Dekmejian,Patterns of political leadership : Egypt Israel Lebanon ,087395291X;9780873952910;0873952928;9780873952927,Albany : State University of New York Press,1975,no
E183.8.I55 R83,Barry Rubin,Paved with good intentions : the American experience and Iran ,0195028058;9780195028058,New York : Oxford University Press,1980,no
E876 .L44,Michael A Ledeen,Perilous statecraft : an insider's account of the Iran-Contra affair ,0684189941;9780684189949,New York : Scribner,1988,no
E183.8.I55 S36,Charles W Scott,Pieces of the game : the human drama of Americans held hostage in Iran ,0931948517 : $14.95;9780931948510,Atlanta, S26,no
JC49 .A928,Nazih N Ayubi,Political Islam : religion and politics in the Arab world ,0415054427;9780415054423;0415103851;9780415103855,London ; New York : Routledge,1991,no
JQ1825 .J67,Amnon Cohen,Political parties in the West Bank under Jordanian regime 1949-1967 ,0801413214;9780801413216,Ithaca : Cornell University Press,1982,no
JQ1758.A979 P65,edited  Frank Tachau,Political parties of the Middle East and North Africa ,0720122368;9780720122367,London : Mansell,1994,no
JC49 .M67,Abdul Rashid Moten,Political science : an Islamic perspective ,0333643119;9780333643112;0312127111;9780312127114,Houndmills,1996,no
JA84.A6 K5,Majid Khadduri,Political trends in the Arab world : the role of ideas and ideals in politics ,0801811228;9780801811227,Johns Hopkins P,1970,yes
JQ3595 .H23,Henri Pierre Habib,Politics and government of revolutionary Libya ,0775360104;9780775360103,Montrl : Cercle du livre de France,1975,no
